"dB"      "codedlen"      "PLR" using |A|=1000
15    4500  0
15    4600  0
15    4700  0
15    4800  0
15    4900  0
15    5000  0
15    5100  0
15    5200  0
15    5300  0
15    5400  0
15    5500  0
15    5600  0
15    5700  0
15    5800  0
15    5900  0
15    6000  0
15    6100  0
15    6200  0
15    6300  0
15    6400  0
15    6500  0
15    6600  0
15    6700  0
15    6800  0
15    6900  0
15    7000  0
15    7100  0
15    7200  0
15    7300  0
15    7400  0
15    7500  0
15    7600  0
15    7700  0
15    7800  0
15    7900  0
15    8000  0
15    8100  0
15    8200  0
15    8300  0
15    8400  0
15    8500  0
15    8600  0
15    8700  0
15    8800  0
15    8900  0
15    9000  0
15    9100  0
15    9200  0
15    9300  0
15    9400  0
15    9500  0
15    9600  0
15    9700  0
15    9800  0
16    1000  1
16    1100  0.34383
15    9900  0
16    1200  0.0543
16    1300  0.00993
16    1400  0.00196
16    1500  0.00094
16    1600  0.00063
16    1700  0.00043
16    1800  2e-05
16    1900  0
16    2000  0
16    2100  0
16    2200  0
16    2300  0
16    2400  0
16    2500  0
16    2600  0
16    2700  0
16    2800  0
16    2900  0
16    3000  0
16    3100  0
16    3200  0
16    3300  0
16    3400  0
16    3500  0
16    3600  0
16    3700  0
16    3800  0
16    3900  0
16    4000  0
16    4100  0
16    4200  0
16    4400  0
16    4300  0
16    4500  0
16    4600  0
16    4700  0
16    4800  0
16    4900  0
16    5000  0
16    5100  0
16    5200  0
16    5300  0
16    5400  0
16    5500  0
16    5600  0
16    5700  0
16    5800  0
16    5900  0
16    6000  0
16    6100  0
16    6200  0
16    6300  0
16    6400  0
16    6500  0
16    6600  0
16    6700  0
16    6800  0
16    6900  0
16    7000  0
16    7100  0
16    7200  0
16    7300  0
16    7400  0
16    7500  0
16    7600  0
16    7700  0
16    7800  0
16    7900  0
16    8000  0
16    8100  0
16    8200  0
16    8300  0
16    8400  0
16    8500  0
16    8600  0
16    8700  0
16    8800  0
16    8900  0
16    9000  0
16    9100  0
16    9200  0
16    9300  0
16    9400  0
16    9500  0
16    9600  0
16    9700  0
17    1000  0.99996
16    9800  0
16    9900  0
17    1200  0.02851
17    1100  0.20323
17    1300  0.00481
17    1400  0.00091
17    1500  0.00056
17    1600  0.00031
17    1700  0.0002
17    1800  1e-05
17    1900  0
17    2000  0
17    2100  0
17    2200  0
17    2300  0
17    2400  0
17    2500  0
17    2600  0
17    2700  0
17    2800  0
17    2900  0
17    3000  0
17    3100  0
17    3200  0
17    3300  0
17    3400  0
17    3500  0
17    3600  0
17    3700  0
17    3800  0
17    3900  0
17    4000  0
17    4100  0
17    4200  0
17    4300  0
17    4400  0
17    4500  0
17    4600  0
17    4700  0
17    4800  0
17    4900  0
17    5000  0
17    5100  0
17    5200  0
17    5300  0
17    5400  0
17    5500  0
17    5600  0
17    5700  0
17    5800  0
17    5900  0
17    6000  0
17    6100  0
17    6200  0
17    6300  0
17    6400  0
17    6500  0
17    6600  0
17    6700  0
17    6800  0
17    6900  0
17    7000  0
17    7100  0
17    7200  0
17    7300  0
17    7400  0
17    7500  0
17    7600  0
17    7700  0
17    7800  0
17    7900  0
17    8000  0
17    8100  0
17    8200  0
17    8300  0
17    8400  0
17    8500  0
17    8600  0
17    8700  0
17    8800  0
17    8900  0
17    9000  0
17    9100  0
17    9200  0
17    9300  0
17    9400  0
17    9500  0
17    9600  0
17    9700  0
17    9800  0
17    9900  0
