"dB"      "codedlen"      "PLR" using |A|=1000
11    8200  0
11    8300  0
11    8400  0
11    8500  0
11    8600  0
11    8700  0
11    8800  0
11    8900  0
11    9000  0
11    9100  0
11    9200  0
11    9300  0
11    9400  0
11    9500  0
11    9600  0
11    9700  0
11    9800  0
11    9900  0
11.5    1000  1
11.5    1100  0.999667
11.5    1200  0.782333
11.5    1300  0.298333
11.5    1400  0.103333
11.5    1500  0.049
11.5    1600  0.0266667
11.5    1700  0.0113333
11.5    1800  0.002
11.5    1900  0.001
11.5    2000  0
11.5    2100  0.000333333
11.5    2200  0
11.5    2300  0
11.5    2400  0
11.5    2500  0
11.5    2600  0
11.5    2700  0
11.5    2800  0
11.5    2900  0
11.5    3000  0
11.5    3100  0
11.5    3200  0
11.5    3300  0
11.5    3400  0
11.5    3500  0
11.5    3600  0
11.5    3700  0
11.5    3800  0
11.5    3900  0
11.5    4000  0
11.5    4100  0
11.5    4200  0
11.5    4300  0
11.5    4400  0
11.5    4500  0
11.5    4600  0
11.5    4700  0
11.5    4800  0
11.5    4900  0
11.5    5000  0
11.5    5100  0
11.5    5200  0
11.5    5300  0
11.5    5400  0
11.5    5500  0
11.5    5600  0
11.5    5700  0
11.5    5800  0
11.5    5900  0
11.5    6000  0
11.5    6100  0
11.5    6200  0
11.5    6300  0
11.5    6400  0
11.5    6500  0
11.5    6600  0
11.5    6700  0
11.5    6800  0
11.5    6900  0
11.5    7000  0
11.5    7100  0
11.5    7200  0
11.5    7300  0
11.5    7400  0
11.5    7500  0
11.5    7600  0
11.5    7700  0
11.5    7800  0
11.5    7900  0
11.5    8000  0
11.5    8100  0
11.5    8200  0
11.5    8300  0
11.5    8400  0
11.5    8500  0
11.5    8600  0
11.5    8700  0
11.5    8800  0
11.5    8900  0
11.5    9000  0
11.5    9100  0
11.5    9200  0
11.5    9300  0
11.5    9400  0
11.5    9500  0
11.5    9600  0
11.5    9700  0
11.5    9800  0
11.5    9900  0
12    1000  1
12    1100  0.995333
12    1200  0.651333
12    1300  0.210667
12    1400  0.055
12    1500  0.0286667
12    1600  0.0136667
12    1700  0.009
12    1800  0.00133333
12    1900  0.000333333
12    2000  0.000333333
12    2100  0
12    2200  0
12    2300  0
12    2400  0
12    2500  0
12    2600  0
12    2700  0
12    2800  0
12    2900  0
12    3000  0
12    3100  0
12    3200  0
12    3300  0
12    3400  0
12    3500  0
12    3600  0
12    3700  0
12    3800  0
12    3900  0
12    4000  0
12    4100  0
12    4200  0
12    4300  0
12    4400  0
12    4500  0
12    4600  0
12    4700  0
12    4800  0
12    4900  0
12    5000  0
12    5100  0
12    5200  0
12    5300  0
12    5400  0
12    5500  0
12    5600  0
12    5700  0
12    5800  0
12    5900  0
12    6000  0
12    6100  0
12    6200  0
12    6300  0
12    6400  0
12    6500  0
12    6600  0
12    6700  0
12    6800  0
12    6900  0
12    7000  0
12    7100  0
12    7200  0
12    7300  0
12    7400  0
12    7500  0
12    7600  0
12    7700  0
12    7800  0
12    7900  0
12    8000  0
12    8100  0
12    8200  0
12    8300  0
12    8400  0
12    8500  0
12    8600  0
12    8700  0
12    8800  0
12    8900  0
12    9000  0
12    9100  0
12    9200  0
12    9300  0
12    9400  0
12    9500  0
12    9600  0
12    9700  0
12    9800  0
12    9900  0
12.5    1000  1
12.5    1100  0.981
12.5    1200  0.521667
12.5    1300  0.156
12.5    1400  0.044
12.5    1500  0.02
12.5    1600  0.0106667
12.5    1700  0.007
12.5    1800  0.00133333
12.5    1900  0.000333333
12.5    2000  0
12.5    2100  0
12.5    2200  0
12.5    2300  0
12.5    2400  0
12.5    2500  0
12.5    2600  0
12.5    2700  0
12.5    2800  0
12.5    2900  0
12.5    3000  0
12.5    3100  0
12.5    3200  0
12.5    3300  0
12.5    3400  0
12.5    3500  0
12.5    3600  0
12.5    3700  0
12.5    3800  0
12.5    3900  0
12.5    4000  0
12.5    4100  0
12.5    4200  0
12.5    4300  0
12.5    4400  0
12.5    4500  0
12.5    4600  0
12.5    4700  0
12.5    4800  0
12.5    4900  0
12.5    5000  0
12.5    5100  0
12.5    5200  0
12.5    5300  0
12.5    5400  0
12.5    5500  0
12.5    5600  0
12.5    5700  0
12.5    5800  0
12.5    5900  0
12.5    6000  0
12.5    6100  0
12.5    6200  0
12.5    6300  0
12.5    6400  0
12.5    6500  0
12.5    6600  0
12.5    6700  0
12.5    6800  0
12.5    6900  0
12.5    7000  0
12.5    7100  0
12.5    7200  0
12.5    7300  0
12.5    7400  0
12.5    7500  0
12.5    7600  0
12.5    7700  0
12.5    7800  0
12.5    7900  0
12.5    8000  0
12.5    8100  0
12.5    8200  0
12.5    8300  0
12.5    8400  0
12.5    8500  0
12.5    8600  0
12.5    8700  0
12.5    8800  0
12.5    8900  0
12.5    9000  0
12.5    9100  0
12.5    9200  0
12.5    9300  0
12.5    9400  0
12.5    9500  0
12.5    9600  0
12.5    9700  0
12.5    9800  0
12.5    9900  0
13    1000  1
13    1100  0.943
13    1200  0.407333
13    1300  0.120667
13    1400  0.0246667
13    1500  0.0156667
13    1600  0.00666667
13    1700  0.00433333
13    1800  0.00133333
13    1900  0
13    2000  0
13    2100  0
13    2200  0
13    2300  0
13    2400  0
13    2500  0
13    2600  0
13    2700  0
13    2800  0
13    2900  0
13    3000  0
13    3100  0
13    3200  0
13    3300  0
13    3400  0
13    3500  0
13    3600  0
13    3700  0
13    3800  0
13    3900  0
13    4000  0
13    4100  0
13    4200  0
13    4300  0
13    4400  0
13    4500  0
13    4600  0
13    4700  0
13    4800  0
13    4900  0
13    5000  0
13    5100  0
13    5200  0
13    5300  0
13    5400  0
13    5500  0
13    5600  0
13    5700  0
13    5800  0
13    5900  0
13    6000  0
13    6100  0
13    6200  0
13    6300  0
13    6400  0
13    6500  0
13    6600  0
13    6700  0
13    6800  0
13    6900  0
13    7000  0
13    7100  0
13    7200  0
13    7300  0
13    7400  0
13    7500  0
13    7600  0
13    7700  0
13    7800  0
13    7900  0
13    8000  0
13    8100  0
13    8200  0
13    8300  0
13    8400  0
13    8500  0
13    8600  0
13    8700  0
13    8800  0
13    8900  0
13    9000  0
13    9100  0
13    9200  0
13    9300  0
13    9400  0
13    9500  0
13    9600  0
13    9700  0
13    9800  0
13    9900  0
13.5    1000  1
13.5    1100  0.885
13.5    1200  0.289333
13.5    1300  0.065
13.5    1400  0.0176667
13.5    1500  0.01
13.5    1600  0.00433333
13.5    1700  0.003
13.5    1800  0
13.5    1900  0
13.5    2000  0
13.5    2100  0
13.5    2200  0
13.5    2300  0
13.5    2400  0
13.5    2500  0
13.5    2600  0
13.5    2700  0
13.5    2800  0
13.5    2900  0
13.5    3000  0
13.5    3100  0
13.5    3200  0
13.5    3300  0
13.5    3400  0
13.5    3500  0
13.5    3600  0
13.5    3700  0
13.5    3800  0
13.5    3900  0
13.5    4000  0
13.5    4100  0
13.5    4200  0
13.5    4300  0
13.5    4400  0
13.5    4500  0
13.5    4600  0
13.5    4700  0
13.5    4800  0
13.5    4900  0
13.5    5000  0
13.5    5100  0
13.5    5200  0
13.5    5300  0
13.5    5400  0
13.5    5500  0
13.5    5600  0
13.5    5700  0
13.5    5800  0
13.5    5900  0
13.5    6000  0
13.5    6100  0
13.5    6200  0
13.5    6300  0
13.5    6400  0
13.5    6500  0
13.5    6600  0
13.5    6700  0
13.5    6800  0
13.5    6900  0
13.5    7000  0
13.5    7100  0
13.5    7200  0
13.5    7300  0
13.5    7400  0
13.5    7500  0
13.5    7600  0
13.5    7700  0
13.5    7800  0
13.5    7900  0
13.5    8000  0
13.5    8100  0
13.5    8200  0
13.5    8300  0
13.5    8400  0
13.5    8500  0
13.5    8600  0
13.5    8700  0
13.5    8800  0
13.5    8900  0
13.5    9000  0
13.5    9100  0
13.5    9200  0
13.5    9300  0
13.5    9400  0
13.5    9500  0
13.5    9600  0
13.5    9700  0
13.5    9800  0
13.5    9900  0
14    1000  1
14    1100  0.770667
14    1200  0.222333
14    1300  0.0476667
14    1400  0.00966667
14    1500  0.00666667
14    1600  0.00266667
14    1700  0.00166667
14    1800  0
14    1900  0
14    2000  0
14    2100  0
14    2200  0
14    2300  0
14    2400  0
14    2500  0
14    2600  0
14    2700  0
14    2800  0
14    2900  0
14    3000  0
14    3100  0
14    3200  0
14    3300  0
14    3400  0
14    3500  0
14    3600  0
14    3700  0
14    3800  0
14    3900  0
14    4000  0
14    4100  0
14    4200  0
14    4300  0
14    4400  0
14    4500  0
14    4600  0
14    4700  0
14    4800  0
14    4900  0
14    5000  0
14    5100  0
14    5200  0
14    5300  0
14    5400  0
14    5500  0
14    5600  0
14    5700  0
14    5800  0
14    5900  0
14    6000  0
14    6100  0
14    6200  0
14    6300  0
14    6400  0
14    6500  0
14    6600  0
14    6700  0
14    6800  0
14    6900  0
14    7000  0
14    7100  0
14    7200  0
14    7300  0
14    7400  0
14    7500  0
14    7600  0
14    7700  0
14    7800  0
14    7900  0
14    8000  0
14    8100  0
14    8200  0
14    8300  0
14    8400  0
14    8500  0
14    8600  0
14    8700  0
14    8800  0
14    8900  0
14    9000  0
14    9100  0
14    9200  0
14    9300  0
14    9400  0
14    9500  0
14    9600  0
14    9700  0
14    9800  0
14    9900  0
14.5    1000  1
14.5    1100  0.679667
14.5    1200  0.151667
14.5    1300  0.0313333
14.5    1400  0.00666667
14.5    1500  0.00366667
14.5    1600  0.003
14.5    1700  0.00133333
14.5    1800  0
14.5    1900  0
14.5    2000  0
14.5    2100  0
14.5    2200  0
14.5    2300  0
14.5    2400  0
14.5    2500  0
14.5    2600  0
14.5    2700  0
14.5    2800  0
14.5    2900  0
14.5    3000  0
14.5    3100  0
14.5    3200  0
14.5    3300  0
14.5    3400  0
14.5    3500  0
14.5    3600  0
14.5    3700  0
14.5    3800  0
14.5    3900  0
14.5    4000  0
14.5    4100  0
14.5    4200  0
14.5    4300  0
14.5    4400  0
14.5    4500  0
14.5    4600  0
14.5    4700  0
14.5    4800  0
14.5    4900  0
14.5    5000  0
14.5    5100  0
14.5    5200  0
14.5    5300  0
14.5    5400  0
14.5    5500  0
14.5    5600  0
14.5    5700  0
14.5    5800  0
14.5    5900  0
14.5    6000  0
14.5    6100  0
14.5    6200  0
14.5    6300  0
14.5    6400  0
14.5    6500  0
14.5    6600  0
14.5    6700  0
14.5    6800  0
14.5    6900  0
14.5    7000  0
14.5    7100  0
14.5    7200  0
14.5    7300  0
14.5    7400  0
14.5    7500  0
14.5    7600  0
14.5    7700  0
14.5    7800  0
14.5    7900  0
14.5    8000  0
14.5    8100  0
14.5    8200  0
14.5    8300  0
14.5    8400  0
14.5    8500  0
14.5    8600  0
14.5    8700  0
14.5    8800  0
14.5    8900  0
14.5    9000  0
14.5    9100  0
14.5    9200  0
14.5    9300  0
14.5    9400  0
14.5    9500  0
14.5    9600  0
14.5    9700  0
14.5    9800  0
14.5    9900  0
15    1000  1
15    1100  0.552333
15    1200  0.113
15    1300  0.022
15    1400  0.005
15    1500  0.00166667
15    1600  0.002
15    1700  0.001
15    1800  0
15    1900  0
15    2000  0
15    2100  0
15    2200  0
15    2300  0
15    2400  0
15    2500  0
15    2600  0
15    2700  0
15    2800  0
15    2900  0
15    3000  0
15    3100  0
15    3200  0
15    3300  0
15    3400  0
15    3500  0
15    3600  0
15    3700  0
15    3800  0
15    3900  0
15    4000  0
15    4100  0
15    4200  0
15    4300  0
15    4400  0
15    4500  0
15    4600  0
15    4700  0
15    4800  0
15    4900  0
15    5000  0
15    5100  0
15    5200  0
15    5300  0
15    5400  0
15    5500  0
15    5600  0
15    5700  0
15    5800  0
15    5900  0
15    6000  0
15    6100  0
15    6200  0
15    6300  0
15    6400  0
15    6500  0
15    6600  0
15    6700  0
15    6800  0
15    6900  0
15    7000  0
15    7100  0
15    7200  0
15    7300  0
15    7400  0
15    7500  0
15    7600  0
15    7700  0
15    7800  0
15    7900  0
15    8000  0
15    8100  0
15    8200  0
15    8300  0
15    8400  0
15    8500  0
15    8600  0
15    8700  0
15    8800  0
15    8900  0
15    9000  0
15    9100  0
15    9200  0
15    9300  0
15    9400  0
15    9500  0
15    9600  0
15    9700  0
15    9800  0
15    9900  0
15.5    1000  1
15.5    1100  0.438667
15.5    1200  0.0733333
15.5    1300  0.015
15.5    1400  0.00366667
15.5    1500  0.00133333
15.5    1600  0.002
15.5    1700  0
15.5    1800  0
15.5    1900  0
15.5    2000  0
15.5    2100  0
15.5    2200  0
15.5    2300  0
15.5    2400  0
15.5    2500  0
15.5    2600  0
15.5    2700  0
15.5    2800  0
15.5    2900  0
15.5    3000  0
15.5    3100  0
15.5    3200  0
15.5    3300  0
15.5    3400  0
15.5    3500  0
15.5    3600  0
15.5    3700  0
15.5    3800  0
15.5    3900  0
15.5    4000  0
15.5    4100  0
15.5    4200  0
15.5    4300  0
15.5    4400  0
15.5    4500  0
15.5    4600  0
15.5    4700  0
15.5    4800  0
15.5    4900  0
15.5    5000  0
15.5    5100  0
15.5    5200  0
15.5    5300  0
15.5    5400  0
15.5    5500  0
15.5    5600  0
15.5    5700  0
15.5    5800  0
15.5    5900  0
15.5    6000  0
15.5    6100  0
15.5    6200  0
15.5    6300  0
15.5    6400  0
15.5    6500  0
15.5    6600  0
15.5    6700  0
15.5    6800  0
15.5    6900  0
15.5    7000  0
15.5    7100  0
15.5    7200  0
15.5    7300  0
15.5    7400  0
15.5    7500  0
15.5    7600  0
15.5    7700  0
15.5    7800  0
15.5    7900  0
15.5    8000  0
15.5    8100  0
15.5    8200  0
15.5    8300  0
15.5    8400  0
15.5    8500  0
15.5    8600  0
15.5    8700  0
15.5    8800  0
15.5    8900  0
15.5    9000  0
15.5    9100  0
15.5    9200  0
15.5    9300  0
15.5    9400  0
15.5    9500  0
15.5    9600  0
15.5    9700  0
15.5    9800  0
15.5    9900  0
16    1000  1
16    1100  0.347333
16    1200  0.0536667
16    1300  0.00966667
16    1400  0.00233333
16    1500  0.000666667
16    1600  0.001
16    1700  0
16    1800  0
16    1900  0
16    2000  0
16    2100  0
16    2200  0
16    2300  0
16    2400  0
16    2500  0
16    2600  0
16    2700  0
16    2800  0
16    2900  0
16    3000  0
16    3100  0
16    3200  0
16    3300  0
16    3400  0
16    3500  0
16    3600  0
16    3700  0
16    3800  0
16    3900  0
16    4000  0
16    4100  0
16    4200  0
16    4300  0
16    4400  0
16    4500  0
16    4600  0
16    4700  0
16    4800  0
16    4900  0
16    5000  0
16    5100  0
16    5200  0
16    5300  0
16    5400  0
16    5500  0
16    5600  0
16    5700  0
16    5800  0
16    5900  0
16    6000  0
16    6100  0
16    6200  0
16    6300  0
16    6400  0
16    6500  0
16    6600  0
16    6700  0
16    6800  0
16    6900  0
16    7000  0
16    7100  0
16    7200  0
16    7300  0
16    7400  0
16    7500  0
16    7600  0
16    7700  0
16    7800  0
16    7900  0
16    8000  0
16    8100  0
16    8200  0
16    8300  0
16    8400  0
16    8500  0
16    8600  0
16    8700  0
16    8800  0
16    8900  0
16    9000  0
16    9100  0
16    9200  0
16    9300  0
16    9400  0
16    9500  0
16    9600  0
16    9700  0
16    9800  0
16    9900  0
16.5    1000  1
16.5    1100  0.269333
16.5    1200  0.039
16.5    1300  0.004
16.5    1400  0.00166667
16.5    1500  0.00166667
16.5    1600  0
16.5    1700  0.000666667
16.5    1800  0
16.5    1900  0
16.5    2000  0
16.5    2100  0
16.5    2200  0
16.5    2300  0
16.5    2400  0
16.5    2500  0
16.5    2600  0
16.5    2700  0
16.5    2800  0
16.5    2900  0
16.5    3000  0
16.5    3100  0
16.5    3200  0
16.5    3300  0
16.5    3400  0
16.5    3500  0
16.5    3600  0
16.5    3700  0
16.5    3800  0
16.5    3900  0
16.5    4000  0
16.5    4100  0
16.5    4200  0
16.5    4300  0
16.5    4400  0
16.5    4500  0
16.5    4600  0
16.5    4700  0
16.5    4800  0
16.5    4900  0
16.5    5000  0
16.5    5100  0
16.5    5200  0
16.5    5300  0
16.5    5400  0
16.5    5500  0
16.5    5600  0
16.5    5700  0
16.5    5800  0
16.5    5900  0
16.5    6000  0
16.5    6100  0
16.5    6200  0
16.5    6300  0
16.5    6400  0
16.5    6500  0
16.5    6600  0
16.5    6700  0
16.5    6800  0
16.5    6900  0
16.5    7000  0
16.5    7100  0
16.5    7200  0
16.5    7300  0
16.5    7400  0
16.5    7500  0
16.5    7600  0
16.5    7700  0
16.5    7800  0
16.5    7900  0
16.5    8000  0
16.5    8100  0
16.5    8200  0
16.5    8300  0
16.5    8400  0
16.5    8500  0
16.5    8600  0
16.5    8700  0
16.5    8800  0
16.5    8900  0
16.5    9000  0
16.5    9100  0
16.5    9200  0
16.5    9300  0
16.5    9400  0
16.5    9500  0
16.5    9600  0
16.5    9700  0
16.5    9800  0
16.5    9900  0
17    1000  1
17    1100  0.207333
17    1200  0.0316667
17    1300  0.00433333
17    1400  0.00166667
17    1500  0.000666667
17    1600  0
17    1700  0
17    1800  0
17    1900  0
17    2000  0
17    2100  0
17    2200  0
17    2300  0
17    2400  0
17    2500  0
17    2600  0
17    2700  0
17    2800  0
17    2900  0
17    3000  0
17    3100  0
17    3200  0
17    3300  0
17    3400  0
17    3500  0
17    3600  0
17    3700  0
17    3800  0
17    3900  0
17    4000  0
17    4100  0
17    4200  0
17    4300  0
17    4400  0
17    4500  0
17    4600  0
17    4700  0
17    4800  0
17    4900  0
17    5000  0
17    5100  0
17    5200  0
17    5300  0
17    5400  0
17    5500  0
17    5600  0
17    5700  0
17    5800  0
17    5900  0
17    6000  0
17    6100  0
17    6200  0
17    6300  0
17    6400  0
17    6500  0
17    6600  0
17    6700  0
17    6800  0
17    6900  0
17    7000  0
17    7100  0
17    7200  0
17    7300  0
17    7400  0
17    7500  0
17    7600  0
17    7700  0
17    7800  0
17    7900  0
17    8000  0
17    8100  0
17    8200  0
17    8300  0
17    8400  0
17    8500  0
17    8600  0
17    8700  0
17    8800  0
17    8900  0
17    9000  0
17    9100  0
17    9200  0
17    9300  0
17    9400  0
17    9500  0
17    9600  0
17    9700  0
17    9800  0
17    9900  0
17.5    1000  1
17.5    1100  0.144667
17.5    1200  0.023
17.5    1300  0.002
17.5    1400  0.000666667
17.5    1500  0.000666667
17.5    1600  0
17.5    1700  0
17.5    1800  0
17.5    1900  0
17.5    2000  0
17.5    2100  0
17.5    2200  0
17.5    2300  0
17.5    2400  0
17.5    2500  0
17.5    2600  0
17.5    2700  0
17.5    2800  0
17.5    2900  0
17.5    3000  0
17.5    3100  0
17.5    3200  0
17.5    3300  0
17.5    3400  0
17.5    3500  0
17.5    3600  0
17.5    3700  0
17.5    3800  0
17.5    3900  0
17.5    4000  0
17.5    4100  0
17.5    4200  0
17.5    4300  0
17.5    4400  0
17.5    4500  0
17.5    4600  0
17.5    4700  0
17.5    4800  0
17.5    4900  0
17.5    5000  0
17.5    5100  0
17.5    5200  0
17.5    5300  0
17.5    5400  0
17.5    5500  0
17.5    5600  0
17.5    5700  0
17.5    5800  0
17.5    5900  0
17.5    6000  0
17.5    6100  0
17.5    6200  0
17.5    6300  0
17.5    6400  0
17.5    6500  0
17.5    6600  0
17.5    6700  0
17.5    6800  0
17.5    6900  0
17.5    7000  0
17.5    7100  0
17.5    7200  0
17.5    7300  0
17.5    7400  0
17.5    7500  0
17.5    7600  0
17.5    7700  0
17.5    7800  0
17.5    7900  0
17.5    8000  0
17.5    8100  0
17.5    8200  0
17.5    8300  0
17.5    8400  0
17.5    8500  0
17.5    8600  0
17.5    8700  0
17.5    8800  0
17.5    8900  0
17.5    9000  0
17.5    9100  0
17.5    9200  0
17.5    9300  0
17.5    9400  0
17.5    9500  0
17.5    9600  0
17.5    9700  0
17.5    9800  0
17.5    9900  0
18    1000  0.999333
18    1100  0.118333
18    1200  0.013
18    1300  0.00266667
18    1400  0.000333333
18    1500  0
18    1600  0.000666667
18    1700  0
18    1800  0
18    1900  0
18    2000  0
18    2100  0
18    2200  0
18    2300  0
18    2400  0
18    2500  0
18    2600  0
18    2700  0
18    2800  0
18    2900  0
18    3000  0
18    3100  0
18    3200  0
18    3300  0
18    3400  0
18    3500  0
18    3600  0
18    3700  0
18    3800  0
18    3900  0
18    4000  0
18    4100  0
18    4200  0
18    4300  0
18    4400  0
18    4500  0
18    4600  0
18    4700  0
18    4800  0
18    4900  0
18    5000  0
18    5100  0
18    5200  0
18    5300  0
18    5400  0
18    5500  0
18    5600  0
18    5700  0
18    5800  0
18    5900  0
18    6000  0
18    6100  0
18    6200  0
18    6300  0
18    6400  0
18    6500  0
18    6600  0
18    6700  0
18    6800  0
18    6900  0
18    7000  0
18    7100  0
18    7200  0
18    7300  0
18    7400  0
18    7500  0
18    7600  0
18    7700  0
18    7800  0
18    7900  0
18    8000  0
18    8100  0
18    8200  0
18    8300  0
18    8400  0
18    8500  0
18    8600  0
18    8700  0
18    8800  0
18    8900  0
18    9000  0
18    9100  0
18    9200  0
18    9300  0
18    9400  0
18    9500  0
18    9600  0
18    9700  0
18    9800  0
18    9900  0
18.5    1000  0.998
18.5    1100  0.0876667
18.5    1200  0.00966667
18.5    1300  0.00133333
18.5    1400  0
18.5    1500  0
18.5    1600  0.000333333
18.5    1700  0
18.5    1800  0
18.5    1900  0
18.5    2000  0
18.5    2100  0
18.5    2200  0
18.5    2300  0
18.5    2400  0
18.5    2500  0
18.5    2600  0
18.5    2700  0
18.5    2800  0
18.5    2900  0
18.5    3000  0
18.5    3100  0
18.5    3200  0
18.5    3300  0
18.5    3400  0
18.5    3500  0
18.5    3600  0
18.5    3700  0
18.5    3800  0
18.5    3900  0
18.5    4000  0
18.5    4100  0
18.5    4200  0
18.5    4300  0
18.5    4400  0
18.5    4500  0
18.5    4600  0
18.5    4700  0
18.5    4800  0
18.5    4900  0
18.5    5000  0
18.5    5100  0
18.5    5200  0
18.5    5300  0
18.5    5400  0
18.5    5500  0
18.5    5600  0
18.5    5700  0
18.5    5800  0
18.5    5900  0
18.5    6000  0
18.5    6100  0
18.5    6200  0
18.5    6300  0
18.5    6400  0
18.5    6500  0
18.5    6600  0
18.5    6700  0
18.5    6800  0
18.5    6900  0
18.5    7000  0
18.5    7100  0
18.5    7200  0
18.5    7300  0
18.5    7400  0
18.5    7500  0
18.5    7600  0
18.5    7700  0
18.5    7800  0
18.5    7900  0
18.5    8000  0
18.5    8100  0
18.5    8200  0
18.5    8300  0
18.5    8400  0
18.5    8500  0
18.5    8600  0
18.5    8700  0
18.5    8800  0
18.5    8900  0
18.5    9000  0
18.5    9100  0
18.5    9200  0
18.5    9300  0
18.5    9400  0
18.5    9500  0
18.5    9600  0
18.5    9700  0
18.5    9800  0
18.5    9900  0
19    1000  0.994
19    1100  0.0643333
19    1200  0.00933333
19    1300  0.000333333
19    1400  0.000333333
19    1500  0.000333333
19    1600  0.000333333
19    1700  0
19    1800  0
19    1900  0
19    2000  0
19    2100  0
19    2200  0
19    2300  0
19    2400  0
19    2500  0
19    2600  0
19    2700  0
19    2800  0
19    2900  0
19    3000  0
19    3100  0
19    3200  0
19    3300  0
19    3400  0
19    3500  0
19    3600  0
19    3700  0
19    3800  0
19    3900  0
19    4000  0
19    4100  0
19    4200  0
19    4300  0
19    4400  0
19    4500  0
19    4600  0
19    4700  0
19    4800  0
19    4900  0
19    5000  0
19    5100  0
19    5200  0
19    5300  0
19    5400  0
19    5500  0
19    5600  0
19    5700  0
19    5800  0
19    5900  0
19    6000  0
19    6100  0
19    6200  0
19    6300  0
19    6400  0
19    6500  0
19    6600  0
19    6700  0
19    6800  0
19    6900  0
19    7000  0
19    7100  0
19    7200  0
19    7300  0
19    7400  0
19    7500  0
19    7600  0
19    7700  0
19    7800  0
19    7900  0
19    8000  0
19    8100  0
19    8200  0
19    8300  0
19    8400  0
19    8500  0
19    8600  0
19    8700  0
19    8800  0
19    8900  0
19    9000  0
19    9100  0
19    9200  0
19    9300  0
19    9400  0
19    9500  0
19    9600  0
19    9700  0
19    9800  0
19    9900  0
19.5    1000  0.992333
19.5    1100  0.052
19.5    1200  0.00433333
19.5    1300  0.000333333
19.5    1400  0
19.5    1500  0
19.5    1600  0
19.5    1700  0.000333333
19.5    1800  0
19.5    1900  0
19.5    2000  0
19.5    2100  0
19.5    2200  0
19.5    2300  0
19.5    2400  0
19.5    2500  0
19.5    2600  0
19.5    2700  0
19.5    2800  0
19.5    2900  0
19.5    3000  0
19.5    3100  0
19.5    3200  0
19.5    3300  0
19.5    3400  0
19.5    3500  0
19.5    3600  0
19.5    3700  0
19.5    3800  0
19.5    3900  0
19.5    4000  0
19.5    4100  0
19.5    4200  0
19.5    4300  0
19.5    4400  0
19.5    4500  0
19.5    4600  0
19.5    4700  0
19.5    4800  0
19.5    4900  0
19.5    5000  0
19.5    5100  0
19.5    5200  0
19.5    5300  0
19.5    5400  0
19.5    5500  0
19.5    5600  0
19.5    5700  0
19.5    5800  0
19.5    5900  0
19.5    6000  0
19.5    6100  0
19.5    6200  0
19.5    6300  0
19.5    6400  0
19.5    6500  0
19.5    6600  0
19.5    6700  0
19.5    6800  0
19.5    6900  0
19.5    7000  0
19.5    7100  0
19.5    7200  0
19.5    7300  0
19.5    7400  0
19.5    7500  0
19.5    7600  0
19.5    7700  0
19.5    7800  0
19.5    7900  0
19.5    8000  0
19.5    8100  0
19.5    8200  0
19.5    8300  0
19.5    8400  0
19.5    8500  0
19.5    8600  0
19.5    8700  0
19.5    8800  0
19.5    8900  0
19.5    9000  0
19.5    9100  0
19.5    9200  0
19.5    9300  0
19.5    9400  0
19.5    9500  0
19.5    9600  0
19.5    9700  0
19.5    9800  0
19.5    9900  0
20    1000  0.979333
20    1100  0.0396667
20    1200  0.004
20    1300  0
20    1400  0.000333333
20    1500  0
20    1600  0
20    1700  0
20    1800  0
20    1900  0
20    2000  0
20    2100  0
20    2200  0
20    2300  0
20    2400  0
20    2500  0
20    2600  0
20    2700  0
20    2800  0
20    2900  0
20    3000  0
20    3100  0
20    3200  0
20    3300  0
20    3400  0
20    3500  0
20    3600  0
20    3700  0
20    3800  0
20    3900  0
20    4000  0
20    4100  0
20    4200  0
20    4300  0
20    4400  0
20    4500  0
20    4600  0
20    4700  0
20    4800  0
20    4900  0
20    5000  0
20    5100  0
20    5200  0
20    5300  0
20    5400  0
20    5500  0
20    5600  0
20    5700  0
20    5800  0
20    5900  0
20    6000  0
20    6100  0
20    6200  0
20    6300  0
20    6400  0
20    6500  0
20    6600  0
20    6700  0
20    6800  0
20    6900  0
20    7000  0
20    7100  0
20    7200  0
20    7300  0
20    7400  0
20    7500  0
20    7600  0
20    7700  0
20    7800  0
20    7900  0
20    8000  0
20    8100  0
20    8200  0
20    8300  0
20    8400  0
20    8500  0
20    8600  0
20    8700  0
20    8800  0
20    8900  0
20    9000  0
20    9100  0
20    9200  0
20    9300  0
20    9400  0
20    9500  0
20    9600  0
20    9700  0
20    9800  0
20    9900  0
20.5    1000  0.968667
20.5    1100  0.0276667
20.5    1200  0.00366667
20.5    1300  0
20.5    1400  0
20.5    1500  0
20.5    1600  0
20.5    1700  0
20.5    1800  0
20.5    1900  0
20.5    2000  0
20.5    2100  0
20.5    2200  0
20.5    2300  0
20.5    2400  0
20.5    2500  0
20.5    2600  0
20.5    2700  0
20.5    2800  0
20.5    2900  0
20.5    3000  0
20.5    3100  0
20.5    3200  0
20.5    3300  0
20.5    3400  0
20.5    3500  0
20.5    3600  0
20.5    3700  0
20.5    3800  0
20.5    3900  0
20.5    4000  0
20.5    4100  0
20.5    4200  0
20.5    4300  0
20.5    4400  0
20.5    4500  0
20.5    4600  0
20.5    4700  0
20.5    4800  0
20.5    4900  0
20.5    5000  0
20.5    5100  0
20.5    5200  0
20.5    5300  0
20.5    5400  0
20.5    5500  0
20.5    5600  0
20.5    5700  0
20.5    5800  0
20.5    5900  0
20.5    6000  0
20.5    6100  0
20.5    6200  0
20.5    6300  0
